date,coin_name,market_cap
2016-09-04 00:00:00.000,Tether,6951591.0
2016-09-05 00:00:00.000,Tether,6951591.0
2016-09-06 00:00:00.000,Tether,6951591.0
2016-09-07 00:00:00.000,Tether,6951591.0
2016-09-08 00:00:00.000,Tether,6951591.0
2016-09-09 00:00:00.000,Tether,6951591.0
2016-09-10 00:00:00.000,Tether,6951591.0
2016-09-11 00:00:00.000,Tether,6951591.0
2016-09-12 00:00:00.000,Tether,6951591.0
2016-09-13 00:00:00.000,Tether,6951591.0
2016-09-14 00:00:00.000,Tether,6951591.0
2016-09-15 00:00:00.000,Tether,6951542.338863
2016-09-16 00:00:00.000,Tether,6951584.048409
2016-09-17 00:00:00.000,Tether,6951584.048409
2016-09-18 00:00:00.000,Tether,6951055.727493
2016-09-19 00:00:00.000,Tether,6951584.048408999
2016-09-20 00:00:00.000,Tether,6951584.048409
2016-09-21 00:00:00.000,Tether,6951500.629317
2016-09-22 00:00:00.000,Tether,6951584.048408999
2016-09-23 00:00:00.000,Tether,6951584.048409
2016-09-24 00:00:00.000,Tether,6951584.048409
2016-09-25 00:00:00.000,Tether,6951591.0
2016-09-26 00:00:00.000,Tether,6951591.0
2016-09-27 00:00:00.000,Tether,6951591.0
2016-09-28 00:00:00.000,Tether,6951591.0
